A
t S I R
685.9 100.804 210.129 415.245
686 100.804 210.13 415.246
686.1 100.804 210.13 415.248
686.2 100.804 210.131 415.249
686.3 100.804 210.132 415.251
686.4 100.804 210.133 415.252
686.5 100.804 210.134 415.254
686.6 100.804 210.134 415.255
686.7 100.804 210.135 415.257
686.8 100.804 210.136 415.258
686.9 100.804 210.137 415.26
687 100.804 210.137 415.261
687.1 100.804 210.138 415.263
687.2 100.804 210.139 415.264
687.3 100.804 210.14 415.266
687.4 100.804 210.14 415.267
687.5 100.804 210.141 415.269
687.6 100.804 210.142 415.27
687.7 100.804 210.143 415.272
687.8 100.804 210.143 415.273
687.9 100.804 210.144 415.275
688 100.804 210.145 415.276
688.1 100.804 210.146 415.278
688.2 100.804 210.146 415.279
688.3 100.804 210.147 415.281
688.4 100.804 210.148 415.282
688.5 100.804 210.148 415.284
688.6 100.804 210.149 415.285
688.7 100.804 210.15 415.287
688.8 100.804 210.151 415.288
688.9 100.804 210.151 415.29
689 100.804 210.152 415.291
689.1 100.804 210.153 415.293
689.2 100.804 210.154 415.294
689.3 100.804 210.154 415.296
689.4 100.804 210.155 415.297
689.5 100.804 210.156 415.299
689.6 100.804 210.157 415.3
689.7 100.804 210.157 415.302
689.8 100.804 210.158 415.303
689.9 100.804 210.159 415.305
690 100.804 210.16 415.306
690.1 100.803 210.16 415.307
690.2 100.803 210.161 415.309
690.3 100.803 210.162 415.31
690.4 100.803 210.163 415.312
690.5 100.803 210.163 415.313
690.6 100.803 210.164 415.315
690.7 100.803 210.165 415.316
690.8 100.803 210.165 415.318
690.9 100.803 210.166 415.319
691 100.803 210.167 415.321
691.1 100.803 210.168 415.322
691.2 100.803 210.168 415.324
691.3 100.803 210.169 415.325
691.4 100.803 210.17 415.327
691.5 100.803 210.171 415.328
691.6 100.803 210.171 415.329
691.7 100.803 210.172 415.331
691.8 100.803 210.173 415.332
691.9 100.803 210.173 415.334
692 100.803 210.174 415.335
692.1 100.803 210.175 415.337
692.2 100.803 210.176 415.338
692.3 100.803 210.176 415.34
692.4 100.803 210.177 415.341
692.5 100.803 210.178 415.343
692.6 100.803 210.179 415.344
692.7 100.803 210.179 415.345
692.8 100.803 210.18 415.347
692.9 100.803 210.181 415.348
693 100.803 210.181 415.35
693.1 100.803 210.182 415.351
693.2 100.803 210.183 415.353
693.3 100.803 210.184 415.354
693.4 100.803 210.184 415.356
693.5 100.803 210.185 415.357
693.6 100.803 210.186 415.358
693.7 100.803 210.186 415.36
693.8 100.803 210.187 415.361
693.9 100.803 210.188 415.363
694 100.803 210.189 415.364
694.1 100.803 210.189 415.366
694.2 100.803 210.19 415.367
694.3 100.803 210.191 415.368
694.4 100.803 210.191 415.37
694.5 100.803 210.192 415.371
694.6 100.803 210.193 415.373
694.7 100.803 210.194 415.374
694.8 100.803 210.194 415.376
694.9 100.803 210.195 415.377
695 100.803 210.196 415.378
695.1 100.803 210.196 415.38
695.2 100.803 210.197 415.381
695.3 100.803 210.198 415.383
695.4 100.803 210.199 415.384
695.5 100.803 210.199 415.386
695.6 100.803 210.2 415.387
695.7 100.803 210.201 415.388
695.8 100.803 210.201 415.39
695.9 100.803 210.202 415.391
696 100.803 210.203 415.393
696.1 100.803 210.204 415.394
696.2 100.803 210.204 415.396
696.3 100.803 210.205 415.397
696.4 100.803 210.206 415.398
696.5 100.803 210.206 415.4
696.6 100.803 210.207 415.401
696.7 100.803 210.208 415.403
696.8 100.803 210.209 415.404
696.9 100.803 210.209 415.405
697 100.803 210.21 415.407
697.1 100.803 210.211 415.408
697.2 100.803 210.211 415.41
697.3 100.803 210.212 415.411
697.4 100.803 210.213 415.412
697.5 100.803 210.213 415.414
697.6 100.803 210.214 415.415
697.7 100.803 210.215 415.417
697.8 100.803 210.216 415.418
697.9 100.803 210.216 415.419
698 100.803 210.217 415.421
698.1 100.803 210.218 415.422
698.2 100.803 210.218 415.424
698.3 100.803 210.219 415.425
698.4 100.803 210.22 415.426
698.5 100.803 210.22 415.428
698.6 100.803 210.221 415.429
698.7 100.803 210.222 415.431
698.8 100.803 210.222 415.432
698.9 100.803 210.223 415.433
699 100.803 210.224 415.435
699.1 100.803 210.225 415.436
699.2 100.803 210.225 415.438
699.3 100.803 210.226 415.439
699.4 100.803 210.227 415.44
699.5 100.803 210.227 415.442
699.6 100.803 210.228 415.443
699.7 100.803 210.229 415.444
699.8 100.803 210.229 415.446
699.9 100.803 210.23 415.447
700 100.803 210.231 415.449
700.1 100.803 210.231 415.45
700.2 100.803 210.232 415.451
700.3 100.803 210.233 415.453
700.4 100.803 210.234 415.454
700.5 100.803 210.234 415.455
700.6 100.803 210.235 415.457
700.7 100.803 210.236 415.458
700.8 100.803 210.236 415.46
700.9 100.803 210.237 415.461
701 100.803 210.238 415.462
701.1 100.803 210.238 415.464
701.2 100.803 210.239 415.465
701.3 100.803 210.24 415.466
701.4 100.803 210.24 415.468
701.5 100.803 210.241 415.469
701.6 100.803 210.242 415.471
701.7 100.803 210.242 415.472
701.8 100.803 210.243 415.473
701.9 100.803 210.244 415.475
702 100.803 210.244 415.476
702.1 100.803 210.245 415.477
702.2 100.803 210.246 415.479
702.3 100.803 210.246 415.48
702.4 100.803 210.247 415.481
702.5 100.803 210.248 415.483
702.6 100.803 210.249 415.484
702.7 100.803 210.249 415.485
702.8 100.803 210.25 415.487
702.9 100.803 210.251 415.488
703 100.803 210.251 415.49
703.1 100.803 210.252 415.491
703.2 100.803 210.253 415.492
703.3 100.803 210.253 415.494
703.4 100.803 210.254 415.495
703.5 100.803 210.255 415.496
703.6 100.803 210.255 415.498
703.7 100.803 210.256 415.499
703.8 100.803 210.257 415.5
703.9 100.803 210.257 415.502
704 100.803 210.258 415.503
704.1 100.803 210.259 415.504
704.2 100.803 210.259 415.506
704.3 100.803 210.26 415.507
704.4 100.803 210.261 415.508
704.5 100.803 210.261 415.51
704.6 100.803 210.262 415.511
704.7 100.803 210.263 415.512
704.8 100.803 210.263 415.514
704.9 100.803 210.264 415.515
705 100.803 210.265 415.516
705.1 100.803 210.265 415.518
705.2 100.803 210.266 415.519
705.3 100.803 210.267 415.52
705.4 100.803 210.267 415.522
705.5 100.803 210.268 415.523
705.6 100.803 210.269 415.524
705.7 100.803 210.269 415.526
705.8 100.803 210.27 415.527
705.9 100.803 210.271 415.528
706 100.803 210.271 415.53
706.1 100.803 210.272 415.531
706.2 100.803 210.273 415.532
706.3 100.803 210.273 415.534
706.4 100.803 210.274 415.535
706.5 100.803 210.275 415.536
706.6 100.803 210.275 415.538
706.7 100.803 210.276 415.539
706.8 100.803 210.277 415.54
706.9 100.803 210.277 415.542
707 100.803 210.278 415.543
707.1 100.803 210.279 415.544
707.2 100.803 210.279 415.546
707.3 100.803 210.28 415.547
707.4 100.803 210.28 415.548
707.5 100.803 210.281 415.549
707.6 100.803 210.282 415.551
707.7 100.803 210.282 415.552
707.8 100.803 210.283 415.553
707.9 100.803 210.284 415.555
708 100.803 210.284 415.556
708.1 100.803 210.285 415.557
708.2 100.803 210.286 415.559
708.3 100.803 210.286 415.56
708.4 100.803 210.287 415.561
708.5 100.803 210.288 415.563
708.6 100.803 210.288 415.564
708.7 100.803 210.289 415.565
708.8 100.803 210.29 415.566
708.9 100.803 210.29 415.568
709 100.803 210.291 415.569
709.1 100.803 210.292 415.57
709.2 100.803 210.292 415.572
709.3 100.803 210.293 415.573
709.4 100.803 210.293 415.574
709.5 100.803 210.294 415.576
709.6 100.803 210.295 415.577
709.7 100.803 210.295 415.578
709.8 100.803 210.296 415.579
709.9 100.803 210.297 415.581
710 100.803 210.297 415.582
710.1 100.803 210.298 415.583
710.2 100.803 210.299 415.585
710.3 100.803 210.299 415.586
710.4 100.803 210.3 415.587
710.5 100.803 210.301 415.588
710.6 100.803 210.301 415.59
710.7 100.803 210.302 415.591
710.8 100.803 210.303 415.592
710.9 100.803 210.303 415.594
711 100.803 210.304 415.595
711.1 100.803 210.304 415.596
711.2 100.803 210.305 415.597
711.3 100.803 210.306 415.599
711.4 100.803 210.306 415.6
711.5 100.803 210.307 415.601
711.6 100.803 210.308 415.602
711.7 100.803 210.308 415.604
711.8 100.803 210.309 415.605
711.9 100.803 210.31 415.606
712 100.803 210.31 415.608
712.1 100.803 210.311 415.609
712.2 100.803 210.311 415.61
712.3 100.803 210.312 415.611
712.4 100.803 210.313 415.613
712.5 100.803 210.313 415.614
712.6 100.803 210.314 415.615
712.7 100.803 210.315 415.616
712.8 100.803 210.315 415.618
712.9 100.803 210.316 415.619
713 100.803 210.316 415.62
713.1 100.803 210.317 415.622
713.2 100.803 210.318 415.623
713.3 100.803 210.318 415.624
713.4 100.803 210.319 415.625
713.5 100.803 210.32 415.627
713.6 100.803 210.32 415.628
713.7 100.803 210.321 415.629
713.8 100.803 210.322 415.63
713.9 100.803 210.322 415.632
714 100.803 210.323 415.633
714.1 100.803 210.323 415.634
714.2 100.803 210.324 415.635
714.3 100.803 210.325 415.637
714.4 100.803 210.325 415.638
714.5 100.803 210.326 415.639
714.6 100.803 210.327 415.64
714.7 100.803 210.327 415.642
714.8 100.803 210.328 415.643
714.9 100.803 210.328 415.644
715 100.803 210.329 415.645
715.1 100.803 210.33 415.647
715.2 100.803 210.33 415.648
715.3 100.803 210.331 415.649
715.4 100.803 210.332 415.65
715.5 100.803 210.332 415.652
715.6 100.803 210.333 415.653
715.7 100.803 210.333 415.654
715.8 100.803 210.334 415.655
715.9 100.803 210.335 415.657
716 100.803 210.335 415.658
716.1 100.803 210.336 415.659
716.2 100.803 210.336 415.66
716.3 100.803 210.337 415.662
716.4 100.803 210.338 415.663
716.5 100.803 210.338 415.664
716.6 100.803 210.339 415.665
716.7 100.803 210.34 415.666
716.8 100.803 210.34 415.668
716.9 100.803 210.341 415.669
717 100.803 210.341 415.67
717.1 100.803 210.342 415.671
717.2 100.803 210.343 415.673
717.3 100.803 210.343 415.674
717.4 100.803 210.344 415.675
717.5 100.803 210.344 415.676
717.6 100.803 210.345 415.678
717.7 100.803 210.346 415.679
717.8 100.803 210.346 415.68
717.9 100.803 210.347 415.681
718 100.803 210.348 415.682
718.1 100.803 210.348 415.684
718.2 100.803 210.349 415.685
718.3 100.803 210.349 415.686
718.4 100.803 210.35 415.687
718.5 100.803 210.351 415.689
718.6 100.803 210.351 415.69
718.7 100.803 210.352 415.691
718.8 100.803 210.352 415.692
718.9 100.803 210.353 415.693
719 100.803 210.354 415.695
719.1 100.803 210.354 415.696
719.2 100.803 210.355 415.697
719.3 100.803 210.355 415.698
719.4 100.803 210.356 415.699
719.5 100.803 210.357 415.701
719.6 100.803 210.357 415.702
719.7 100.803 210.358 415.703
719.8 100.803 210.358 415.704
719.9 100.803 210.359 415.706
720 100.803 210.36 415.707
720.1 100.803 210.36 415.708
720.2 100.803 210.361 415.709
720.3 100.803 210.361 415.71
720.4 100.803 210.362 415.712
720.5 100.803 210.363 415.713
720.6 100.803 210.363 415.714
720.7 100.803 210.364 415.715
720.8 100.803 210.364 415.716
720.9 100.803 210.365 415.718
721 100.803 210.366 415.719
721.1 100.803 210.366 415.72
721.2 100.803 210.367 415.721
721.3 100.803 210.367 415.722
721.4 100.803 210.368 415.724
721.5 100.803 210.369 415.725
721.6 100.803 210.369 415.726
721.7 100.803 210.37 415.727
721.8 100.803 210.37 415.728
721.9 100.803 210.371 415.73
722 100.803 210.372 415.731
722.1 100.803 210.372 415.732
722.2 100.803 210.373 415.733
722.3 100.803 210.373 415.734
722.4 100.803 210.374 415.735
722.5 100.803 210.375 415.737
722.6 100.803 210.375 415.738
722.7 100.803 210.376 415.739
722.8 100.803 210.376 415.74
722.9 100.803 210.377 415.741
723 100.803 210.378 415.743
723.1 100.803 210.378 415.744
723.2 100.803 210.379 415.745
723.3 100.803 210.379 415.746
723.4 100.803 210.38 415.747
723.5 100.803 210.381 415.748
723.6 100.803 210.381 415.75
723.7 100.803 210.382 415.751
723.8 100.803 210.382 415.752
723.9 100.803 210.383 415.753
724 100.803 210.383 415.754
724.1 100.803 210.384 415.756
724.2 100.803 210.385 415.757
724.3 100.803 210.385 415.758
724.4 100.803 210.386 415.759
724.5 100.803 210.386 415.76
724.6 100.803 210.387 415.761
724.7 100.803 210.388 415.763
724.8 100.803 210.388 415.764
724.9 100.803 210.389 415.765
725 100.803 210.389 415.766
725.1 100.803 210.39 415.767
725.2 100.803 210.39 415.768
725.3 100.803 210.391 415.77
725.4 100.803 210.392 415.771
725.5 100.803 210.392 415.772
725.6 100.803 210.393 415.773
725.7 100.803 210.393 415.774
725.8 100.803 210.394 415.775
725.9 100.803 210.395 415.777
726 100.803 210.395 415.778
726.1 100.803 210.396 415.779
726.2 100.803 210.396 415.78
726.3 100.803 210.397 415.781
726.4 100.803 210.397 415.782
726.5 100.803 210.398 415.783
726.6 100.803 210.399 415.785
726.7 100.803 210.399 415.786
726.8 100.803 210.4 415.787
726.9 100.803 210.4 415.788
727 100.803 210.401 415.789
727.1 100.803 210.401 415.79
727.2 100.803 210.402 415.792
727.3 100.803 210.403 415.793
727.4 100.803 210.403 415.794
727.5 100.803 210.404 415.795
727.6 100.803 210.404 415.796
727.7 100.803 210.405 415.797
727.8 100.803 210.405 415.798
727.9 100.803 210.406 415.8
728 100.803 210.407 415.801
728.1 100.803 210.407 415.802
728.2 100.803 210.408 415.803
728.3 100.803 210.408 415.804
728.4 100.803 210.409 415.805
728.5 100.803 210.409 415.806
728.6 100.803 210.41 415.808
728.7 100.803 210.411 415.809
728.8 100.803 210.411 415.81
728.9 100.803 210.412 415.811
729 100.803 210.412 415.812
729.1 100.803 210.413 415.813
729.2 100.803 210.413 415.814
729.3 100.803 210.414 415.816
729.4 100.803 210.415 415.817
729.5 100.803 210.415 415.818
729.6 100.803 210.416 415.819
729.7 100.803 210.416 415.82
729.8 100.803 210.417 415.821
729.9 100.803 210.417 415.822
730 100.803 210.418 415.823
-----------------------------------------
B
t S I R
0 300 100 0
0.1 270.3 109.92 20
0.2 241.906 117.559 40.972
0.3 215.852 122.392 62.4107
0.4 192.904 124.234 83.7311
0.5 173.49 123.253 104.341
0.6 157.699 119.887 123.712
0.7 145.364 114.72 141.43
0.8 136.152 108.36 157.217
0.9 129.658 101.355 170.934
1 125.465 94.1444 182.556
1.1 123.186 87.0521 192.147
1.2 122.476 80.2957 199.835
1.3 123.04 74.0066 205.783
1.4 124.629 68.2518 210.171
1.5 127.037 63.0531 213.187
1.6 130.09 58.4021 215.01
1.7 133.645 54.2725 215.811
1.8 137.582 50.6278 215.746
1.9 141.801 47.4272 214.955
2 146.219 44.6291 213.563
2.1 150.764 42.1932 211.683
2.2 155.376 40.082 209.41
2.3 160.006 38.2613 206.831
2.4 164.609 36.7005 204.017
2.5 169.15 35.3723 201.034
2.6 173.597 34.2527 197.936
2.7 177.924 33.3209 194.771
2.8 182.107 32.5587 191.58
2.9 186.127 31.9501 188.398
3 189.969 31.4813 185.255
3.1 193.617 31.1403 182.177
3.2 197.06 30.9166 179.187
3.3 200.289 30.801 176.303
3.4 203.295 30.7852 173.543
3.5 206.072 30.8621 170.919
3.6 208.614 31.0248 168.442
3.7 210.919 31.2672 166.124
3.8 212.984 31.5836 163.972
3.9 214.808 31.9684 161.992
4 216.391 32.4162 160.188
4.1 217.736 32.9216 158.566
4.2 218.846 33.4792 157.127
4.3 219.724 34.0833 155.872
4.4 220.377 34.7283 154.802
4.5 220.811 35.4082 153.914
4.6 221.036 36.1168 153.208
4.7 221.061 36.8476 152.679
4.8 220.897 37.5942 152.323
4.9 220.556 38.3497 152.134
5 220.052 39.1073 152.106
5.1 219.4 39.8602 152.231
5.2 218.614 40.6016 152.5
5.3 217.712 41.3249 152.904
5.4 216.71 42.0238 153.432
5.5 215.624 42.6924 154.073
5.6 214.473 43.3252 154.816
5.7 213.273 43.9176 155.647
5.8 212.041 44.4654 156.555
5.9 210.793 44.9652 157.526
6 209.544 45.4146 158.548
6.1 208.31 45.8117 159.609
6.2 207.102 46.1557 160.695
6.3 205.934 46.4466 161.795
6.4 204.815 46.6851 162.897
6.5 203.755 46.8725 163.992
6.6 202.762 47.011 165.068
6.7 201.842 47.1032 166.118
6.8 200.999 47.1523 167.133
6.9 200.238 47.1617 168.107
7 199.559 47.1352 169.033
7.1 198.965 47.0767 169.907
7.2 198.454 46.9903 170.725
7.3 198.026 46.8801 171.484
7.4 197.678 46.75 172.183
7.5 197.407 46.6041 172.821
7.6 197.21 46.4459 173.397
7.7 197.082 46.2792 173.912
7.8 197.018 46.1071 174.368
7.9 197.014 45.9327 174.766
8 197.065 45.7588 175.11
8.1 197.165 45.5879 175.401
8.2 197.308 45.4222 175.643
8.3 197.49 45.2636 175.84
8.4 197.704 45.1138 175.995
8.5 197.946 44.9741 176.113
8.6 198.211 44.8458 176.196
8.7 198.493 44.7296 176.25
8.8 198.788 44.6264 176.278
8.9 199.091 44.5366 176.283
9 199.399 44.4605 176.271
9.1 199.707 44.3982 176.243
9.2 200.013 44.3497 176.205
9.3 200.313 44.3148 176.159
9.4 200.604 44.2932 176.108
9.5 200.883 44.2845 176.056
9.6 201.15 44.2882 176.004
9.7 201.401 44.3037 175.956
9.8 201.635 44.3303 175.914
9.9 201.851 44.3673 175.878
10 202.048 44.4139 175.852
10.1 202.226 44.4694 175.837
10.2 202.383 44.5328 175.834
10.3 202.521 44.6033 175.843
10.4 202.639 44.68 175.866
10.5 202.736 44.7622 175.903
10.6 202.815 44.8489 175.955
10.7 202.875 44.9392 176.021
10.8 202.917 45.0325 176.103
10.9 202.943 45.1278 176.198
11 202.953 45.2245 176.308
11.1 202.948 45.3219 176.432
11.2 202.93 45.4192 176.569
11.3 202.899 45.516 176.718
11.4 202.858 45.6115 176.88
11.5 202.808 45.7054 177.052
11.6 202.749 45.7972 177.234
11.7 202.684 45.8865 177.425
11.8 202.613 45.9729 177.625
11.9 202.538 46.0563 177.832
12 202.46 46.1363 178.045
12.1 202.38 46.2129 178.263
12.2 202.299 46.286 178.485
12.3 202.219 46.3554 178.711
12.4 202.139 46.4211 178.939
12.5 202.061 46.4833 179.169
12.6 201.986 46.5419 179.4
12.7 201.914 46.5971 179.631
12.8 201.846 46.649 179.861
12.9 201.782 46.6978 180.09
13 201.722 46.7436 180.317
13.1 201.668 46.7867 180.541
13.2 201.619 46.8273 180.763
13.3 201.575 46.8657 180.982
13.4 201.536 46.902 181.198
13.5 201.502 46.9365 181.409
13.6 201.474 46.9694 181.617
13.7 201.451 47.0011 181.821
13.8 201.433 47.0317 182.022
13.9 201.419 47.0615 182.218
14 201.41 47.0906 182.41
14.1 201.405 47.1193 182.598
14.2 201.404 47.1479 182.782
14.3 201.407 47.1764 182.963
14.4 201.412 47.205 183.14
14.5 201.421 47.2339 183.314
14.6 201.432 47.2632 183.486
14.7 201.445 47.2931 183.654
14.8 201.46 47.3236 183.82
14.9 201.476 47.3548 183.983
15 201.494 47.3868 184.144
15.1 201.512 47.4197 184.304
15.2 201.53 47.4534 184.462
15.3 201.549 47.4881 184.619
15.4 201.568 47.5237 184.775
15.5 201.587 47.5602 184.93
15.6 201.605 47.5976 185.085
15.7 201.622 47.6359 185.239
15.8 201.639 47.6751 185.393
15.9 201.654 47.7151 185.547
16 201.669 47.7558 185.702
16.1 201.682 47.7973 185.856
16.2 201.694 47.8394 186.011
16.3 201.704 47.8822 186.167
16.4 201.714 47.9255 186.323
16.5 201.722 47.9693 186.481
16.6 201.728 48.0135 186.638
16.7 201.733 48.0581 186.797
16.8 201.737 48.1029 186.957
16.9 201.74 48.148 187.118
17 201.741 48.1933 187.279
17.1 201.742 48.2386 187.441
17.2 201.741 48.2841 187.605
17.3 201.739 48.3295 187.769
17.4 201.737 48.3749 187.933
17.5 201.733 48.4202 188.099
17.6 201.729 48.4654 188.265
17.7 201.725 48.5104 188.432
17.8 201.719 48.5553 188.599
17.9 201.714 48.5999 188.767
18 201.708 48.6443 188.936
18.1 201.702 48.6885 189.104
18.2 201.695 48.7324 189.273
18.3 201.689 48.776 189.443
18.4 201.682 48.8194 189.612
18.5 201.676 48.8625 189.782
18.6 201.67 48.9053 189.951
18.7 201.664 48.9478 190.121
18.8 201.658 48.9901 190.29
18.9 201.652 49.0321 190.459
19 201.646 49.0739 190.629
19.1 201.641 49.1154 190.798
19.2 201.637 49.1567 190.966
19.3 201.632 49.1978 191.135
19.4 201.628 49.2388 191.303
19.5 201.624 49.2796 191.471
19.6 201.621 49.3202 191.638
19.7 201.618 49.3607 191.805
19.8 201.615 49.401 191.972
19.9 201.613 49.4413 192.139
20 201.611 49.4815 192.305
20.1 201.609 49.5216 192.47
20.2 201.608 49.5616 192.636
20.3 201.606 49.6017 192.801
20.4 201.605 49.6417 192.965
20.5 201.605 49.6816 193.13
20.6 201.604 49.7216 193.293
20.7 201.604 49.7616 193.457
20.8 201.604 49.8016 193.621
20.9 201.603 49.8416 193.784
21 201.603 49.8817 193.947
21.1 201.603 49.9217 194.109
21.2 201.604 49.9619 194.272
21.3 201.604 50.002 194.434
21.4 201.604 50.0422 194.596
21.5 201.604 50.0824 194.758
21.6 201.604 50.1227 194.92
21.7 201.604 50.163 195.081
21.8 201.604 50.2033 195.243
21.9 201.604 50.2437 195.404
22 201.604 50.2841 195.565
22.1 201.604 50.3245 195.726
22.2 201.604 50.365 195.888
22.3 201.603 50.4055 196.049
22.4 201.603 50.4459 196.21
22.5 201.602 50.4864 196.371
22.6 201.602 50.5269 196.532
22.7 201.601 50.5675 196.693
22.8 201.6 50.608 196.853
22.9 201.599 50.6485 197.014
23 201.598 50.6889 197.175
23.1 201.597 50.7294 197.336
23.2 201.596 50.7699 197.496
23.3 201.595 50.8103 197.657
23.4 201.594 50.8507 197.818
23.5 201.593 50.8911 197.978
23.6 201.591 50.9314 198.139
23.7 201.59 50.9717 198.299
23.8 201.589 51.012 198.46
23.9 201.587 51.0522 198.62
24 201.586 51.0924 198.78
24.1 201.584 51.1326 198.94
24.2 201.583 51.1727 199.101
24.3 201.581 51.2127 199.261
24.4 201.58 51.2527 199.421
24.5 201.579 51.2927 199.58
24.6 201.577 51.3327 199.74
24.7 201.576 51.3725 199.9
24.8 201.574 51.4124 200.059
24.9 201.573 51.4522 200.219
25 201.572 51.492 200.378
25.1 201.57 51.5317 200.538
25.2 201.569 51.5714 200.697
25.3 201.568 51.611 200.856
25.4 201.566 51.6506 201.015
25.5 201.565 51.6902 201.173
25.6 201.564 51.7298 201.332
25.7 201.563 51.7693 201.491
25.8 201.562 51.8088 201.649
25.9 201.56 51.8482 201.807
26 201.559 51.8876 201.966
26.1 201.558 51.927 202.124
26.2 201.557 51.9664 202.282
26.3 201.556 52.0058 202.439
26.4 201.555 52.0451 202.597
26.5 201.554 52.0844 202.755
26.6 201.553 52.1236 202.912
26.7 201.552 52.1629 203.07
26.8 201.551 52.2021 203.227
26.9 201.55 52.2413 203.384
27 201.549 52.2805 203.541
27.1 201.548 52.3197 203.698
27.2 201.547 52.3588 203.855
27.3 201.546 52.3979 204.011
27.4 201.545 52.437 204.168
27.5 201.544 52.4761 204.325
27.6 201.543 52.5151 204.481
27.7 201.542 52.5542 204.637
27.8 201.541 52.5932 204.793
27.9 201.54 52.6322 204.95
28 201.539 52.6712 205.106
28.1 201.539 52.7101 205.261
28.2 201.538 52.749 205.417
28.3 201.537 52.7879 205.573
28.4 201.536 52.8268 205.729
28.5 201.535 52.8657 205.884
28.6 201.534 52.9045 206.039
28.7 201.533 52.9433 206.195
28.8 201.532 52.9821 206.35
28.9 201.531 53.0209 206.505
29 201.53 53.0596 206.66
29.1 201.529 53.0983 206.815
29.2 201.528 53.137 206.97
29.3 201.527 53.1757 207.125
29.4 201.526 53.2143 207.279
29.5 201.525 53.2529 207.434
29.6 201.524 53.2915 207.588
29.7 201.523 53.3301 207.743
29.8 201.522 53.3686 207.897
29.9 201.521 53.4071 208.051
30 201.52 53.4456 208.205
30.1 201.519 53.4841 208.359
30.2 201.518 53.5225 208.513
30.3 201.517 53.5609 208.667
30.4 201.516 53.5993 208.82
30.5 201.515 53.6377 208.974
30.6 201.514 53.676 209.127
30.7 201.513 53.7143 209.281
30.8 201.512 53.7526 209.434
30.9 201.511 53.7908 209.587
31 201.51 53.8291 209.74
31.1 201.509 53.8673 209.893
31.2 201.508 53.9054 210.046
31.3 201.507 53.9436 210.199
31.4 201.506 53.9817 210.351
31.5 201.505 54.0198 210.504
31.6 201.504 54.0579 210.656
31.7 201.503 54.0959 210.809
31.8 201.502 54.1339 210.961
31.9 201.501 54.1719 211.113
32 201.5 54.2099 211.265
32.1 201.499 54.2479 211.417
32.2 201.498 54.2858 211.569
32.3 201.497 54.3237 211.721
32.4 201.496 54.3616 211.872
32.5 201.495 54.3994 212.024
32.6 201.494 54.4373 212.175
32.7 201.494 54.4751 212.327
32.8 201.493 54.5128 212.478
32.9 201.492 54.5506 212.629
33 201.491 54.5883 212.78
33.1 201.49 54.626 212.931
33.2 201.489 54.6637 213.082
33.3 201.488 54.7014 213.233
33.4 201.487 54.739 213.384
33.5 201.486 54.7766 213.534
33.6 201.485 54.8142 213.685
33.7 201.484 54.8518 213.835
33.8 201.483 54.8893 213.985
33.9 201.483 54.9268 214.136
34 201.482 54.9643 214.286
34.1 201.481 55.0018 214.436
34.2 201.48 55.0392 214.586
34.3 201.479 55.0766 214.735
34.4 201.478 55.114 214.885
34.5 201.477 55.1514 215.035
34.6 201.476 55.1888 215.184
34.7 201.475 55.2261 215.334
34.8 201.474 55.2634 215.483
34.9 201.474 55.3006 215.632
35 201.473 55.3379 215.781
35.1 201.472 55.3751 215.93
35.2 201.471 55.4123 216.079
35.3 201.47 55.4495 216.228
35.4 201.469 55.4867 216.377
35.5 201.468 55.5238 216.526
35.6 201.467 55.5609 216.674
35.7 201.467 55.598 216.823
35.8 201.466 55.635 216.971
35.9 201.465 55.6721 217.119
36 201.464 55.7091 217.268
36.1 201.463 55.7461 217.416
36.2 201.462 55.783 217.564
36.3 201.461 55.82 217.711
36.4 201.46 55.8569 217.859
36.5 201.46 55.8938 218.007
36.6 201.459 55.9306 218.155
36.7 201.458 55.9675 218.302
36.8 201.457 56.0043 218.449
36.9 201.456 56.0411 218.597
37 201.455 56.0779 218.744
37.1 201.454 56.1146 218.891
37.2 201.454 56.1513 219.038
37.3 201.453 56.188 219.185
37.4 201.452 56.2247 219.332
37.5 201.451 56.2613 219.479
37.6 201.45 56.298 219.625
37.7 201.449 56.3346 219.772
37.8 201.449 56.3712 219.918
37.9 201.448 56.4077 220.065
38 201.447 56.4443 220.211
38.1 201.446 56.4808 220.357
38.2 201.445 56.5172 220.503
38.3 201.444 56.5537 220.649
38.4 201.443 56.5902 220.795
38.5 201.443 56.6266 220.941
38.6 201.442 56.663 221.087
38.7 201.441 56.6993 221.232
38.8 201.44 56.7357 221.378
38.9 201.439 56.772 221.523
39 201.439 56.8083 221.668
39.1 201.438 56.8446 221.814
39.2 201.437 56.8808 221.959
39.3 201.436 56.917 222.104
39.4 201.435 56.9533 222.249
39.5 201.434 56.9894 222.394
39.6 201.434 57.0256 222.538
39.7 201.433 57.0617 222.683
39.8 201.432 57.0978 222.828
39.9 201.431 57.1339 222.972
40 201.43 57.17 223.117
40.1 201.43 57.206 223.261
40.2 201.429 57.242 223.405
40.3 201.428 57.278 223.549
40.4 201.427 57.314 223.693
40.5 201.426 57.35 223.837
40.6 201.426 57.3859 223.981
40.7 201.425 57.4218 224.125
40.8 201.424 57.4577 224.268
40.9 201.423 57.4935 224.412
41 201.422 57.5294 224.555
41.1 201.422 57.5652 224.699
41.2 201.421 57.601 224.842
41.3 201.42 57.6367 224.985
41.4 201.419 57.6725 225.128
41.5 201.419 57.7082 225.271
41.6 201.418 57.7439 225.414
41.7 201.417 57.7795 225.557
41.8 201.416 57.8152 225.7
